1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6072
1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6078
1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5786
1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.6078
1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6078
1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6072
1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5786
1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6072
1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5786
1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6072
2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5114
2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,3,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5201
2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5201
2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.5201
2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,3,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5201
2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5114
2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5201
2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5114
2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5201
2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5114
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6650
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.7312
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6650
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6882
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6882
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6558
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7742
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6650
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0.6278
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6989
2,1,2,2,2,3,3,3,2,2,2,1,2,3,1,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4503
2,1,2,2,2,3,3,3,2,2,2,1,2,3,1,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4245
2,1,2,2,2,3,3,3,2,2,2,1,2,3,1,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4555
2,1,2,2,2,3,3,3,2,2,2,1,2,3,1,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4503
2,1,2,2,2,3,3,3,2,2,2,1,2,3,1,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4245
2,1,2,2,2,3,3,3,2,2,2,1,2,3,1,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0.4297
2,1,2,2,2,3,3,3,2,2,2,1,2,3,1,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4198
2,1,2,2,2,3,3,3,2,2,2,1,2,3,1,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.4245
2,1,2,2,2,3,3,3,2,2,2,1,2,3,1,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4245
