2,1,2,2,2,3,3,3,2,2,2,1,2,3,1,2,2,2,3,3,3,3,2,2,2,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.4245
2,1,2,2,2,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.5824
2,1,2,2,2,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6123
2,1,2,2,2,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5512
2,1,2,2,2,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5824
2,1,2,2,2,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6123
2,1,2,2,2,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6265
2,1,2,2,2,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0.7432
2,1,2,2,2,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,2,2,0,0,2,0,0,2,0,2,2,2,0,0,2,2,2,2,0,0,0,0,0,0,0.5733
2,1,2,2,2,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,2,0,0,0,0,0,0.5796
2,1,2,2,2,1,1,1,1,1,1,3,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6052
